,,,,,,,,Miscellaneous,Miscellaneous,Miscellaneous,Team Shooting,Team Shooting,Team,Team,Team,Team,Opponent Shooting,Opponent Shooting,Opponent,Opponent,Opponent,Opponent
Rk,Season,Team,Seed,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,eFG%,TS%,TOV%,ORB%,DRB%,FTr
1943,2009-10,St. Mary's (CA),10,34,28,6,.824,67.0,116.7,98.7,.557,.590,14.8,34.4,69.1,.334,.459,.489,13.8,30.9,65.6,.300
1944,2009-10,Sam Houston State,14,33,25,8,.758,70.6,111.5,97.3,.536,.567,16.1,34.9,71.0,.370,.486,.523,18.9,29.0,65.1,.402
1945,2009-10,San Diego State,11,34,25,9,.735,63.9,108.8,95.7,.522,.543,17.1,40.2,68.4,.401,.465,.498,17.7,31.6,59.8,.302
1946,2009-10,Siena,13,34,27,7,.794,70.0,106.6,92.9,.493,.527,14.7,35.5,70.5,.387,.480,.497,18.8,29.5,64.5,.214
1947,2009-10,Syracuse,1,35,30,5,.857,71.0,114.0,93.5,.576,.596,18.3,37.1,65.7,.369,.459,.482,18.5,34.3,62.9,.256
1948,2009-10,Temple,5,35,29,6,.829,61.9,104.1,91.0,.491,.518,14.0,32.1,72.3,.274,.430,.464,15.6,27.7,67.9,.269
1949,2009-10,Tennessee,6,37,28,9,.757,69.8,105.0,93.2,.506,.535,16.2,33.5,67.7,.356,.452,.498,19.8,32.3,66.5,.407
1950,2009-10,Texas,8,34,24,10,.706,73.6,109.2,94.1,.511,.536,15.3,38.9,67.9,.407,.449,.488,17.4,32.1,61.1,.352
1951,2009-10,Texas A&M,5,34,24,10,.706,66.7,106.2,95.9,.497,.534,15.5,33.3,70.5,.483,.466,.506,17.9,29.5,66.7,.356
1952,2009-10,UTEP,12,33,26,7,.788,69.8,106.6,91.4,.528,.556,16.3,28.9,69.8,.396,.446,.490,19.3,30.2,71.1,.432
1953,2009-10,Utah State,12,35,27,8,.771,62.5,116.5,95.5,.551,.581,14.0,33.8,73.1,.298,.458,.493,15.6,26.9,66.2,.291
1954,2009-10,Vanderbilt,4,33,24,9,.727,69.9,109.6,98.3,.525,.568,16.7,33.1,64.9,.467,.464,.491,16.1,35.1,66.9,.340
1955,2009-10,Vermont,16,35,25,10,.714,67.5,103.6,95.6,.482,.528,17.3,36.3,66.4,.494,.450,.489,17.1,33.6,63.7,.346
1956,2009-10,Villanova,2,33,25,8,.758,71.9,112.9,100.5,.522,.569,16.0,37.7,68.1,.439,.474,.526,18.1,31.9,62.3,.491
1957,2009-10,Wake Forest,9,31,20,11,.645,70.4,100.9,96.4,.470,.506,17.4,38.8,66.3,.408,.438,.482,16.0,33.7,61.2,.385
1958,2009-10,Washington,11,36,26,10,.722,72.8,108.5,95.8,.497,.540,14.8,36.9,67.8,.409,.465,.509,18.9,32.2,63.1,.446
1959,2009-10,West Virginia,2,38,31,7,.816,64.0,111.4,97.7,.489,.529,14.8,42.0,67.9,.396,.469,.507,17.6,32.1,58.0,.391
1960,2009-10,Winthrop,16,33,19,14,.576,66.7,92.0,91.3,.412,.451,15.1,34.1,69.8,.360,.449,.489,19.7,30.2,65.9,.387
1961,2009-10,Wisconsin,4,33,24,9,.727,59.8,111.3,94.4,.514,.548,12.5,30.2,73.7,.325,.468,.505,17.6,26.3,69.8,.361
1962,2009-10,Wofford,13,35,26,9,.743,65.1,105.4,93.4,.495,.531,15.5,33.6,70.9,.443,.463,.498,18.6,29.1,66.4,.352
1963,2009-10,Xavier,6,35,26,9,.743,69.7,111.0,96.7,.522,.559,15.3,35.2,70.1,.419,.456,.488,15.3,29.9,64.8,.329
1964,2010-11,Akron,15,36,23,13,.639,67.0,102.9,96.4,.499,.530,15.4,28.3,67.3,.313,.464,.499,17.8,32.7,71.7,.383
1965,2010-11,UAB,12,31,22,9,.710,63.1,105.7,96.8,.508,.538,16.4,33.4,69.4,.297,.459,.497,16.5,30.6,66.6,.324
1966,2010-11,Alabama State,16,35,17,18,.486,66.5,91.5,95.2,.440,.476,19.6,35.7,66.6,.473,.454,.506,19.8,33.4,64.3,.515
1967,2010-11,Arizona,5,38,30,8,.789,66.9,112.8,100.2,.541,.583,16.3,34.0,70.8,.436,.486,.520,16.1,29.2,66.0,.366
1968,2010-11,Little Rock,16,36,19,17,.528,65.4,103.3,102.0,.488,.528,15.5,29.9,68.7,.423,.494,.538,18.1,31.3,70.1,.439
1969,2010-11,Belmont,13,35,30,5,.857,69.2,114.4,89.3,.542,.577,16.6,37.4,67.9,.382,.461,.506,23.6,32.1,62.6,.462
1970,2010-11,Boston University,16,35,21,14,.600,62.7,103.0,100.9,.473,.517,16.0,34.0,65.7,.373,.460,.495,15.0,34.3,66.0,.301
1971,2010-11,Brigham Young,3,37,32,5,.865,71.1,113.4,94.6,.518,.562,13.1,31.2,71.8,.382,.465,.500,17.5,28.2,68.8,.327
1972,2010-11,Bucknell,14,34,25,9,.735,66.1,105.9,96.4,.509,.554,15.0,25.2,71.0,.341,.454,.494,15.4,29.0,74.8,.350
1973,2010-11,Butler,8,38,28,10,.737,64.5,109.0,98.1,.501,.541,14.3,33.2,72.1,.377,.481,.516,16.7,27.9,66.8,.387
1974,2010-11,UC Santa Barbara,15,32,18,14,.563,65.2,102.9,99.8,.523,.563,19.1,28.4,68.1,.373,.473,.516,17.4,31.9,71.6,.405
1975,2010-11,Cincinnati,6,35,26,9,.743,63.6,107.9,93.3,.494,.526,14.9,38.1,69.0,.383,.458,.499,19.1,31.0,61.9,.354
1976,2010-11,Clemson,12,34,22,12,.647,65.1,104.5,93.6,.503,.539,17.2,34.2,67.5,.385,.456,.497,19.7,32.5,65.8,.348
1977,2010-11,Connecticut,3,41,32,9,.780,65.1,109.2,97.8,.482,.526,14.2,38.7,65.9,.338,.445,.476,14.5,34.1,61.3,.268
1978,2010-11,Duke,1,37,32,5,.865,70.2,115.2,92.2,.537,.576,14.7,35.1,66.8,.374,.445,.474,17.8,33.2,64.9,.296
1979,2010-11,Florida,2,37,29,8,.784,63.9,110.3,96.9,.521,.547,15.6,37.2,70.0,.357,.472,.499,16.4,30.0,62.8,.278
1980,2010-11,Florida State,10,34,23,11,.676,69.3,99.3,89.2,.490,.522,19.4,35.6,69.3,.381,.424,.469,18.7,30.7,64.4,.363
1981,2010-11,George Mason,8,34,27,7,.794,64.3,112.0,96.1,.532,.562,14.6,32.9,68.7,.386,.466,.499,17.6,31.3,67.1,.320
1982,2010-11,Georgetown,6,32,21,11,.656,64.8,108.4,102.0,.541,.572,18.0,33.7,67.7,.334,.468,.510,14.9,32.3,66.3,.379
1983,2010-11,Georgia,10,33,21,12,.636,64.6,104.0,97.5,.495,.530,17.2,36.8,68.3,.366,.448,.489,15.4,31.7,63.2,.347
1984,2010-11,Gonzaga,11,35,25,10,.714,68.4,111.3,95.6,.531,.576,16.9,35.4,71.8,.416,.469,.508,18.1,28.2,64.6,.352
1985,2010-11,Hampton,16,33,24,9,.727,67.3,97.5,91.8,.463,.499,15.8,29.7,64.1,.412,.432,.472,19.0,35.9,70.3,.358
1986,2010-11,Illinois,9,34,20,14,.588,66.2,106.8,98.4,.529,.557,16.7,31.7,68.5,.282,.457,.498,15.6,31.5,68.3,.327
1987,2010-11,Indiana State,14,34,20,14,.588,64.8,100.8,98.1,.494,.533,18.4,30.9,70.2,.377,.462,.514,17.3,29.8,69.1,.454
1988,2010-11,Kansas,1,38,35,3,.921,69.7,116.0,92.4,.570,.593,16.3,36.7,72.1,.393,.445,.488,17.5,27.9,63.3,.319
1989,2010-11,Kansas State,5,34,23,11,.676,68.8,105.9,96.2,.499,.531,17.6,40.9,69.3,.427,.471,.520,19.5,30.7,59.1,.451
1990,2010-11,Kentucky,4,38,29,9,.763,66.2,112.8,95.6,.523,.556,13.7,34.3,69.3,.361,.442,.482,15.5,30.7,65.7,.301
1991,2010-11,LIU Brooklyn,15,33,27,6,.818,75.3,108.9,98.4,.519,.550,16.9,37.4,67.7,.497,.483,.507,17.0,32.3,62.6,.262
1992,2010-11,Louisville,4,35,25,10,.714,67.8,108.6,93.5,.526,.548,16.1,34.8,64.8,.299,.445,.491,19.7,35.2,65.2,.398
1993,2010-11,Marquette,11,37,22,15,.595,68.0,110.2,100.8,.510,.549,15.2,36.1,66.8,.443,.499,.523,17.5,33.2,63.9,.289
1994,2010-11,Memphis,12,35,25,10,.714,69.1,103.2,97.8,.504,.538,18.6,35.3,65.0,.396,.468,.508,18.0,35.0,64.7,.392
1995,2010-11,Michigan,8,35,21,14,.600,62.1,106.3,99.9,.523,.547,14.2,25.5,71.1,.266,.489,.517,16.2,28.9,74.5,.298
1996,2010-11,Michigan State,10,34,19,15,.559,66.0,103.1,99.8,.489,.526,17.0,34.5,71.0,.365,.481,.514,15.7,29.0,65.5,.385
1997,2010-11,Missouri,11,34,23,11,.676,72.5,110.3,97.7,.515,.552,14.8,33.9,63.7,.339,.489,.527,21.0,36.3,66.1,.399
1998,2010-11,Morehead State,13,35,25,10,.714,64.3,106.2,95.2,.509,.541,19.1,41.6,72.5,.401,.488,.524,20.2,27.5,58.4,.367
1999,2010-11,UNLV,8,33,24,9,.727,67.3,106.0,93.2,.509,.543,16.0,33.1,68.3,.391,.460,.503,20.6,31.7,66.9,.397
2000,2010-11,North Carolina,2,37,29,8,.784,72.6,106.4,94.5,.492,.524,15.3,37.1,69.9,.379,.462,.487,16.7,30.1,62.9,.248
2001,2010-11,UNC Asheville,16,34,20,14,.588,70.1,102.9,95.8,.495,.537,17.8,33.2,64.9,.415,.474,.512,20.6,35.1,66.8,.388
2002,2010-11,Northern Colorado,15,32,21,11,.656,66.8,107.0,98.5,.502,.555,18.1,35.3,71.7,.434,.483,.527,18.2,28.3,64.7,.428
2003,2010-11,Notre Dame,2,34,27,7,.794,64.3,115.3,100.4,.535,.575,14.1,33.4,70.5,.451,.467,.497,13.6,29.5,66.6,.256
2004,2010-11,Oakland,13,35,25,10,.714,72.4,117.6,105.8,.559,.591,15.7,37.2,68.0,.390,.496,.530,14.3,32.0,62.8,.306
2005,2010-11,Ohio State,1,37,34,3,.919,64.1,120.0,92.8,.563,.589,13.4,35.7,71.6,.371,.483,.509,20.3,28.4,64.3,.206
2006,2010-11,Old Dominion,9,34,27,7,.794,60.7,108.1,96.2,.485,.518,16.4,45.4,71.8,.376,.473,.495,16.3,28.2,54.6,.275
2007,2010-11,Penn State,10,34,19,15,.559,59.8,105.5,104.6,.501,.534,15.1,32.2,69.8,.311,.507,.534,15.5,30.2,67.8,.291
2008,2010-11,Pittsburgh,1,34,28,6,.824,63.3,116.3,95.9,.529,.559,15.0,42.9,71.4,.431,.451,.486,15.0,28.6,57.1,.323
2009,2010-11,Princeton,13,32,25,7,.781,63.4,107.0,97.4,.522,.558,16.4,31.5,73.2,.359,.467,.508,16.2,26.8,68.5,.351
2010,2010-11,Purdue,3,34,26,8,.765,66.0,109.5,93.3,.507,.542,13.5,32.4,70.3,.344,.460,.495,18.4,29.7,67.6,.304
2011,2010-11,Richmond,12,37,29,8,.784,63.2,109.5,96.3,.531,.557,14.2,28.6,66.6,.323,.451,.484,16.3,33.4,71.4,.293
2012,2010-11,Saint Peter's,14,34,20,14,.588,65.5,92.5,91.3,.455,.490,19.5,32.1,65.7,.389,.424,.468,18.2,34.3,67.9,.421
2013,2010-11,San Diego State,2,37,34,3,.919,63.7,112.1,92.4,.515,.543,14.1,38.2,70.8,.305,.444,.479,16.7,29.2,61.8,.270
2014,2010-11,Southern California,11,34,19,15,.559,64.3,102.6,97.1,.499,.526,15.4,29.9,71.5,.354,.462,.503,16.0,28.5,70.1,.361
2015,2010-11,St. John's (NY),6,33,21,12,.636,66.5,105.1,100.4,.495,.539,16.0,32.5,66.9,.442,.508,.545,20.7,33.1,67.5,.402
2016,2010-11,Syracuse,3,35,27,8,.771,66.0,110.3,95.2,.528,.553,15.7,36.7,66.5,.360,.455,.486,17.7,33.5,63.3,.297
2017,2010-11,Temple,7,34,26,8,.765,65.5,106.6,94.3,.500,.532,14.0,32.1,71.3,.338,.463,.495,17.2,28.7,67.9,.264
2018,2010-11,Tennessee,9,34,19,15,.559,67.1,103.4,99.9,.476,.515,16.4,37.8,67.7,.397,.479,.519,17.7,32.3,62.2,.375
2019,2010-11,Texas,4,36,28,8,.778,67.8,109.9,91.1,.502,.534,14.4,38.2,69.4,.431,.426,.463,16.0,30.6,61.8,.307
2020,2010-11,Texas A&M,7,33,24,9,.727,63.1,106.6,95.0,.494,.537,16.9,38.2,70.9,.465,.465,.503,18.1,29.1,61.8,.363
2021,2010-11,UTSA,16,34,20,14,.588,68.8,102.0,101.1,.491,.532,17.1,30.4,66.6,.414,.484,.520,17.4,33.4,69.6,.358
2022,2010-11,UCLA,7,34,23,11,.676,66.8,103.8,98.2,.502,.539,18.5,36.0,68.5,.443,.463,.496,15.3,31.5,64.0,.330
2023,2010-11,Utah State,12,34,30,4,.882,64.1,111.6,90.9,.527,.569,15.7,34.5,73.9,.427,.435,.473,16.4,26.1,65.5,.339
2024,2010-11,Vanderbilt,5,34,23,11,.676,67.6,111.1,99.1,.529,.573,16.4,32.9,67.9,.452,.460,.492,14.8,32.1,67.1,.280
2025,2010-11,Villanova,9,33,21,12,.636,65.7,109.6,99.2,.495,.546,15.2,35.8,69.8,.423,.463,.505,15.6,30.2,64.2,.365
2026,2010-11,VCU,11,40,28,12,.700,65.3,108.3,101.1,.511,.547,14.7,30.9,63.5,.370,.492,.523,18.6,36.5,69.1,.341
2027,2010-11,Washington,7,35,24,11,.686,72.0,114.5,97.4,.537,.559,14.1,37.7,68.1,.315,.464,.507,17.4,31.9,62.3,.440
2028,2010-11,West Virginia,5,33,21,12,.636,64.0,109.0,101.0,.485,.528,15.4,40.2,64.5,.409,.459,.499,15.5,35.5,59.8,.360
2029,2010-11,Wisconsin,4,34,25,9,.735,57.3,117.7,101.5,.518,.560,11.1,32.6,72.9,.295,.482,.523,14.7,27.1,67.4,.329
2030,2010-11,Wofford,14,34,21,13,.618,64.6,111.4,103.0,.530,.563,15.4,34.1,67.6,.420,.498,.541,17.4,32.4,65.9,.415
2031,2010-11,Xavier,6,32,24,8,.750,65.3,108.7,97.4,.512,.560,15.8,32.4,72.3,.445,.465,.508,16.5,27.7,67.6,.350
2032,2011-12,Alabama,9,33,21,12,.636,62.9,102.2,91.8,.491,.529,17.3,33.5,65.7,.362,.437,.474,17.9,34.3,66.5,.382
2033,2011-12,Baylor,3,38,30,8,.789,67.1,111.0,97.1,.528,.566,17.2,38.4,65.4,.353,.473,.507,17.9,34.6,61.6,.334
2034,2011-12,Belmont,14,35,27,8,.771,68.7,117.0,97.7,.558,.591,15.2,34.5,65.1,.385,.481,.511,18.0,34.9,65.5,.350
2035,2011-12,Brigham Young,14,35,26,9,.743,73.0,106.7,92.3,.521,.553,16.1,30.6,70.8,.367,.471,.502,19.1,29.2,69.4,.331
2036,2011-12,California,12,34,24,10,.706,66.3,107.3,93.3,.517,.554,15.8,32.1,70.5,.341,.464,.493,17.0,29.5,67.9,.267
2037,2011-12,Cincinnati,6,37,26,11,.703,64.1,104.9,94.7,.480,.505,13.9,35.7,62.4,.293,.462,.490,18.2,37.6,64.3,.263
2038,2011-12,Colorado,11,36,24,12,.667,66.0,101.9,95.2,.499,.538,17.2,30.1,69.7,.432,.461,.490,16.1,30.3,69.9,.320
2039,2011-12,Colorado State,11,32,20,12,.625,64.5,107.4,104.3,.530,.576,17.3,28.7,68.5,.423,.503,.541,16.0,31.5,71.3,.394
2040,2011-12,Connecticut,9,34,20,14,.588,64.1,106.0,99.5,.500,.528,15.9,36.3,61.7,.346,.446,.481,14.0,38.3,63.7,.253
2041,2011-12,Creighton,8,35,29,6,.829,67.3,116.9,102.8,.578,.607,15.6,30.8,71.7,.381,.496,.522,13.4,28.3,69.2,.293
2042,2011-12,Davidson,13,33,25,8,.758,68.8,112.4,97.9,.511,.555,14.3,35.4,70.5,.371,.473,.511,15.7,29.5,64.6,.414
2043,2011-12,Detroit Mercy,15,36,22,14,.611,67.1,107.1,100.3,.491,.538,15.7,35.8,64.4,.427,.503,.539,19.4,35.6,64.2,.375
2044,2011-12,Duke,2,34,27,7,.794,68.3,112.3,99.7,.528,.565,15.1,34.7,65.4,.451,.471,.506,15.8,34.6,65.3,.329
2045,2011-12,Florida,7,37,26,11,.703,65.1,115.4,98.8,.548,.576,14.4,33.5,66.1,.332,.478,.509,16.4,33.9,66.5,.299
2046,2011-12,Florida State,3,35,25,10,.714,67.3,102.2,92.1,.512,.545,19.7,35.0,64.2,.348,.437,.482,18.9,35.8,65.0,.343
2047,2011-12,Georgetown,3,33,24,9,.727,63.3,107.4,92.4,.519,.552,16.8,35.8,67.3,.386,.433,.474,17.0,32.7,64.2,.357
2048,2011-12,Gonzaga,7,33,26,7,.788,66.4,110.7,94.8,.535,.574,17.0,34.6,68.9,.461,.466,.494,16.9,31.1,65.4,.275
2049,2011-12,Harvard,12,31,26,5,.839,60.9,107.3,91.0,.529,.571,17.5,30.3,70.8,.411,.456,.485,17.9,29.2,69.7,.300
2050,2011-12,Indiana,4,36,27,9,.750,66.9,115.5,99.3,.552,.596,16.5,35.3,65.6,.445,.481,.517,17.3,34.4,64.7,.343
2051,2011-12,Iona,14,33,25,8,.758,71.4,114.8,100.7,.565,.588,15.1,32.1,64.5,.303,.511,.538,19.2,35.5,67.9,.288
2052,2011-12,Iowa State,8,34,23,11,.676,67.5,108.6,99.7,.526,.557,15.8,32.3,71.7,.387,.486,.514,15.1,28.3,67.7,.265
2053,2011-12,Kansas,2,39,32,7,.821,67.3,108.8,91.4,.523,.556,16.4,34.9,68.7,.398,.434,.478,17.5,31.3,65.1,.331
2054,2011-12,Kansas State,8,33,22,11,.667,67.0,104.8,94.6,.489,.526,17.5,40.7,63.1,.432,.460,.504,20.1,36.9,59.3,.418
2055,2011-12,Kentucky,1,40,38,2,.950,66.4,116.5,91.2,.538,.575,14.2,37.1,66.6,.417,.420,.454,14.8,33.4,62.9,.258
2056,2011-12,Lamar,16,35,23,12,.657,68.7,106.6,95.1,.469,.516,14.4,37.8,67.3,.410,.466,.499,17.7,32.7,62.2,.331
2057,2011-12,Lehigh,15,35,27,8,.771,68.1,110.3,95.3,.507,.553,14.0,31.7,66.1,.378,.467,.505,18.2,33.9,68.3,.339
2058,2011-12,Long Beach State,12,34,25,9,.735,67.2,109.1,94.6,.527,.556,16.3,34.7,66.8,.420,.475,.505,19.2,33.2,65.3,.272
2059,2011-12,LIU Brooklyn,16,34,25,9,.735,74.8,108.5,103.5,.532,.577,18.5,34.2,62.1,.497,.494,.517,15.5,37.9,65.8,.220
2060,2011-12,Louisville,4,40,30,10,.750,67.0,100.5,89.9,.473,.510,17.4,35.7,64.0,.362,.433,.470,19.3,36.0,64.3,.343
2061,2011-12,Loyola (MD),15,33,24,9,.727,65.3,103.1,98.4,.472,.520,17.2,38.1,62.8,.429,.478,.517,18.7,37.2,61.9,.399
2062,2011-12,Marquette,3,35,27,8,.771,70.7,106.6,93.3,.501,.543,16.0,33.9,61.1,.409,.454,.488,19.6,38.9,66.1,.306
2063,2011-12,Memphis,8,35,26,9,.743,67.1,110.0,93.0,.540,.575,16.3,31.3,64.2,.413,.434,.480,17.6,35.8,68.7,.383
2064,2011-12,Michigan,4,34,24,10,.706,61.2,107.2,99.3,.532,.559,15.5,28.0,67.3,.283,.485,.518,17.4,32.7,72.0,.298
2065,2011-12,Michigan State,1,37,29,8,.784,65.1,109.7,90.9,.527,.559,16.7,36.1,70.8,.377,.433,.476,16.8,29.2,63.9,.344
2066,2011-12,Mississippi Valley State,16,34,21,13,.618,70.0,96.9,97.5,.463,.494,17.8,33.9,64.3,.350,.496,.528,20.2,35.7,66.1,.421
2067,2011-12,Missouri,2,35,30,5,.857,66.4,120.7,99.6,.580,.614,13.5,30.4,65.0,.375,.501,.525,18.5,35.0,69.6,.273
2068,2011-12,Montana,13,32,25,7,.781,66.1,105.4,93.4,.520,.557,16.6,28.3,65.7,.398,.454,.498,19.3,34.3,71.7,.383
2069,2011-12,Murray State,6,33,31,2,.939,66.1,109.8,91.1,.537,.576,18.0,34.9,63.3,.439,.457,.491,21.1,36.7,65.1,.347
2070,2011-12,UNLV,6,35,26,9,.743,69.3,108.2,93.4,.527,.554,16.2,32.8,68.1,.356,.465,.499,18.9,31.9,67.2,.341
2071,2011-12,New Mexico,5,35,28,7,.800,66.3,109.3,89.1,.531,.565,17.2,34.7,70.1,.394,.440,.475,18.6,29.9,65.3,.312
2072,2011-12,New Mexico State,13,36,26,10,.722,70.7,110.1,96.3,.515,.552,17.3,41.1,68.6,.517,.481,.511,17.9,31.4,58.9,.323
2073,2011-12,Norfolk State,15,36,26,10,.722,68.4,99.8,97.1,.490,.523,18.5,34.2,64.0,.419,.463,.501,17.3,36.0,65.8,.381
2074,2011-12,North Carolina,1,38,32,6,.842,72.8,111.3,91.8,.498,.531,13.3,39.1,70.6,.373,.450,.475,15.9,29.4,60.9,.218
2075,2011-12,UNC Asheville,16,34,24,10,.706,70.5,114.1,100.8,.541,.589,16.4,34.4,63.3,.468,.504,.532,19.1,36.7,65.6,.357
2076,2011-12,NC State,11,37,24,13,.649,67.7,107.3,99.5,.504,.539,15.8,35.8,66.6,.363,.471,.507,15.7,33.4,64.2,.321
2077,2011-12,Notre Dame,7,34,22,12,.647,61.6,106.3,98.8,.495,.532,13.9,30.5,64.9,.374,.458,.489,14.6,35.1,69.5,.256
2078,2011-12,Ohio,13,37,29,8,.784,66.8,104.4,92.9,.494,.527,16.3,33.9,62.2,.355,.465,.513,22.2,37.8,66.1,.419
2079,2011-12,Ohio State,2,39,31,8,.795,66.9,111.6,89.4,.521,.556,14.6,34.9,73.3,.381,.464,.497,19.7,26.7,65.1,.290
2080,2011-12,Purdue,10,35,22,13,.629,64.6,111.3,102.2,.511,.536,11.5,31.8,64.8,.341,.499,.532,16.9,35.2,68.2,.338
2081,2011-12,Saint Louis,9,34,26,8,.765,63.2,108.4,90.9,.515,.550,15.2,31.6,67.7,.360,.454,.500,20.3,32.3,68.4,.371
2082,2011-12,St. Mary's (CA),7,33,27,6,.818,64.8,114.9,96.4,.541,.576,15.2,35.9,72.2,.385,.477,.504,16.1,27.8,64.1,.290
2083,2011-12,San Diego State,6,34,26,8,.765,66.6,105.1,94.2,.505,.540,16.0,31.5,71.2,.369,.466,.497,16.6,28.8,68.5,.284
2084,2011-12,South Dakota State,14,35,27,8,.771,66.1,114.9,99.5,.540,.576,13.7,31.2,68.6,.399,.500,.527,17.1,31.4,68.8,.290
2085,2011-12,South Florida,12,36,22,14,.611,59.7,98.6,94.1,.485,.521,19.1,34.2,66.5,.338,.434,.475,15.6,33.5,65.8,.316
2086,2011-12,Southern Mississippi,9,34,25,9,.735,64.5,107.9,98.4,.469,.517,13.8,37.2,69.2,.394,.495,.538,19.1,30.8,62.8,.399
2087,2011-12,St. Bonaventure,14,32,20,12,.625,65.0,107.0,98.8,.508,.557,17.8,35.5,67.7,.421,.471,.513,16.5,32.3,64.5,.373
2088,2011-12,Syracuse,1,37,34,3,.919,65.2,113.3,93.3,.521,.550,13.5,36.3,57.2,.329,.442,.477,20.0,42.8,63.7,.310
2089,2011-12,Temple,5,32,24,8,.750,67.6,108.8,100.8,.531,.563,15.8,31.5,65.3,.342,.483,.518,16.6,34.7,68.5,.332
2090,2011-12,Texas,11,34,20,14,.588,66.7,108.1,99.4,.485,.533,15.5,38.5,61.9,.426,.469,.509,17.1,38.1,61.5,.415
2091,2011-12,Vanderbilt,5,36,25,11,.694,65.5,109.7,98.1,.541,.572,16.9,31.6,65.2,.401,.469,.501,16.2,34.8,68.4,.286
2092,2011-12,Vermont,16,36,24,12,.667,63.2,105.1,95.4,.493,.536,16.5,34.3,66.4,.373,.455,.491,16.8,33.6,65.7,.333
2093,2011-12,Virginia,10,32,22,10,.688,61.1,101.9,88.4,.507,.543,16.6,27.1,72.2,.354,.447,.476,18.5,27.8,72.9,.312
2094,2011-12,VCU,12,36,29,7,.806,65.2,103.6,91.2,.476,.512,14.7,33.4,63.2,.363,.473,.511,23.4,36.8,66.6,.367
2095,2011-12,West Virginia,10,33,19,14,.576,64.8,106.8,99.9,.483,.518,15.7,40.9,66.0,.386,.498,.526,17.6,34.0,59.1,.312
2096,2011-12,Western Kentucky,16,35,16,19,.457,68.4,94.2,98.8,.444,.489,18.7,34.1,64.7,.402,.474,.518,18.2,35.3,65.9,.389
2097,2011-12,Wichita State,5,33,27,6,.818,67.0,113.3,91.7,.543,.577,15.5,33.5,71.3,.347,.443,.481,16.5,28.7,66.5,.325
2098,2011-12,Wisconsin,4,36,26,10,.722,58.6,108.4,90.1,.501,.536,13.0,30.6,69.7,.307,.425,.461,15.7,30.3,69.4,.298
2099,2011-12,Xavier,10,36,23,13,.639,67.5,103.6,98.7,.497,.535,15.9,31.3,67.0,.412,.456,.503,15.8,33.0,68.7,.355
2100,2012-13,Akron,12,33,26,7,.788,66.4,106.5,93.1,.516,.539,17.3,37.7,66.8,.362,.443,.486,17.4,33.2,62.3,.344
2101,2012-13,Albany (NY),15,35,24,11,.686,62.8,102.1,96.3,.496,.541,18.4,31.7,67.6,.400,.483,.507,17.3,32.4,68.3,.278
2102,2012-13,Arizona,6,35,27,8,.771,66.8,109.5,94.9,.525,.565,16.8,35.0,70.8,.374,.466,.504,17.4,29.2,65.0,.329
2103,2012-13,Belmont,11,33,26,7,.788,68.1,112.3,94.4,.567,.594,17.1,29.9,63.2,.328,.477,.517,21.8,36.8,70.1,.372
2104,2012-13,Boise State,13,32,21,11,.656,66.3,109.9,98.3,.530,.565,15.7,31.5,73.5,.334,.502,.541,18.2,26.5,68.5,.407
2105,2012-13,Bucknell,11,34,28,6,.824,62.6,106.9,92.3,.496,.538,13.2,29.3,73.5,.361,.425,.463,12.6,26.5,70.7,.291
2106,2012-13,Butler,6,36,27,9,.750,64.9,106.4,98.1,.512,.546,17.2,36.3,71.1,.385,.468,.508,15.2,28.9,63.7,.355
2107,2012-13,California,12,33,21,12,.636,66.5,100.7,96.4,.480,.515,16.2,32.5,66.8,.312,.443,.480,14.3,33.2,67.5,.325
2108,2012-13,Cincinnati,10,34,22,12,.647,64.9,101.4,89.9,.462,.493,15.8,38.7,66.6,.355,.433,.469,17.4,33.4,61.3,.327
2109,2012-13,Colorado,10,33,21,12,.636,65.7,101.4,95.4,.483,.522,17.1,33.6,66.9,.409,.459,.488,16.5,33.1,66.4,.253
2110,2012-13,Colorado State,8,35,26,9,.743,64.6,112.6,98.3,.495,.539,14.1,41.2,74.1,.436,.477,.513,14.9,25.9,58.8,.364
2111,2012-13,Creighton,7,36,28,8,.778,65.0,114.5,97.2,.582,.612,16.8,28.8,70.8,.342,.459,.488,13.9,29.2,71.2,.261
2112,2012-13,Davidson,14,34,26,8,.765,64.8,112.7,95.5,.532,.580,14.7,29.0,69.3,.388,.452,.497,16.3,30.7,71.0,.368
2113,2012-13,Duke,2,36,30,6,.833,68.2,113.1,95.7,.539,.576,13.7,28.8,65.3,.392,.455,.496,17.5,34.7,71.2,.327
2114,2012-13,Florida,3,37,29,8,.784,62.9,113.5,86.4,.552,.573,14.8,33.4,69.0,.310,.433,.464,19.4,31.0,66.6,.299
2115,2012-13,Florida Gulf Coast,15,37,26,11,.703,69.5,103.8,95.0,.521,.548,18.1,32.2,64.6,.348,.465,.500,19.0,35.4,67.8,.332
2116,2012-13,Georgetown,2,32,25,7,.781,62.4,102.0,89.0,.511,.541,17.6,30.4,65.9,.368,.430,.469,19.1,34.1,69.6,.353
2117,2012-13,Gonzaga,1,35,32,3,.914,65.3,118.0,91.7,.555,.585,14.6,37.8,67.8,.402,.449,.482,18.1,32.2,62.2,.294
