,,,,,,,,Miscellaneous,Miscellaneous,Miscellaneous,Team Shooting,Team Shooting,Team,Team,Team,Team,Opponent Shooting,Opponent Shooting,Opponent,Opponent,Opponent,Opponent
Rk,Season,Team,Seed,G,W,L,W/L%,Pace,ORtg,DRtg,eFG%,TS%,TOV%,ORB%,DRB%,FTr,eFG%,TS%,TOV%,ORB%,DRB%,FTr
1698,2005-06,Washington,5,33,26,7,.788,,,,.523,.560,16.7,,,.334,.436,,,,,
1699,2005-06,West Virginia,6,33,22,11,.667,,,,.535,.560,12.1,,,.234,.449,,,,,
1700,2005-06,Wichita State,7,35,26,9,.743,,,,.503,.542,16.7,,,.368,.402,,,,,
1701,2005-06,Winthrop,15,31,23,8,.742,,,,.517,.551,17.5,,,.402,.401,,,,,
1702,2005-06,Wisconsin,9,31,19,12,.613,,,,.487,.520,14.5,,,.381,.427,,,,,
1703,2005-06,Xavier,14,32,21,11,.656,,,,.526,.566,16.8,,,.423,.396,,,,,
1704,2006-07,Albany (NY),13,33,23,10,.697,,,,.517,.550,17.7,,,.329,.439,,,,,
1705,2006-07,Arizona,8,31,20,11,.645,,,,.527,.570,16.8,,,.416,.441,,,,,
1706,2006-07,Arkansas,12,35,21,14,.600,,,,.517,.551,19.1,,,.382,.411,,,,,
1707,2006-07,Belmont,15,33,23,10,.697,,,,.540,.565,20.0,,,.320,.392,,,,,
1708,2006-07,Boston College,7,33,21,12,.636,,,,.533,.573,17.5,,,.449,.444,,,,,
1709,2006-07,Brigham Young,8,34,25,9,.735,,,,.555,.575,16.5,,,.347,.434,,,,,
1710,2006-07,Butler,5,36,29,7,.806,,,,.525,.569,13.8,,,.406,.406,,,,,
1711,2006-07,Central Connecticut State,16,34,22,12,.647,,,,.505,.545,18.3,,,.378,.442,,,,,
1712,2006-07,Creighton,10,33,22,11,.667,,,,.507,.555,17.3,,,.427,.416,,,,,
1713,2006-07,Davidson,13,34,29,5,.853,,,,.525,.559,16.7,,,.307,.424,,,,,
1714,2006-07,Duke,6,33,22,11,.667,,,,.525,.557,19.6,,,.398,.422,,,,,
1715,2006-07,Eastern Kentucky,16,33,21,12,.636,,,,.541,.561,18.9,,,.281,.456,,,,,
1716,2006-07,Florida,1,40,35,5,.875,,,,.596,.618,18.0,,,.438,.407,,,,,
1717,2006-07,Florida A&M,16,35,21,14,.600,,,,.505,.539,21.4,,,.455,.419,,,,,
1718,2006-07,George Washington,11,32,23,9,.719,,,,.506,.538,17.5,,,.340,.413,,,,,
1719,2006-07,Georgetown,2,37,30,7,.811,,,,.570,.596,18.8,,,.365,.383,,,,,
1720,2006-07,Georgia Tech,10,32,20,12,.625,,,,.542,.567,18.5,,,.342,.438,,,,,
1721,2006-07,Gonzaga,10,34,23,11,.676,,,,.542,.582,17.1,,,.394,.399,,,,,
1722,2006-07,Holy Cross,13,34,25,9,.735,,,,.492,.537,20.5,,,.405,.414,,,,,
1723,2006-07,Illinois,12,35,23,12,.657,,,,.498,.521,18.6,,,.372,.402,,,,,
1724,2006-07,Indiana,7,32,21,11,.656,,,,.518,.550,16.2,,,.344,.416,,,,,
1725,2006-07,Jackson State,16,35,21,14,.600,,,,.463,.505,17.9,,,.360,.449,,,,,
1726,2006-07,Kansas,1,38,33,5,.868,,,,.545,.567,17.0,,,.362,.376,,,,,
1727,2006-07,Kentucky,8,34,22,12,.647,,,,.538,.568,18.3,,,.369,.411,,,,,
1728,2006-07,Long Beach State,12,32,24,8,.750,,,,.523,.554,16.1,,,.350,.444,,,,,
1729,2006-07,Louisville,6,34,24,10,.706,,,,.498,.531,15.9,,,.374,.402,,,,,
1730,2006-07,Marquette,8,34,24,10,.706,,,,.492,.526,17.6,,,.401,.420,,,,,
1731,2006-07,Maryland,4,34,25,9,.735,,,,.526,.558,18.4,,,.387,.389,,,,,
1732,2006-07,Memphis,2,37,33,4,.892,,,,.517,.540,15.4,,,.424,.390,,,,,
1733,2006-07,Miami (OH),14,33,18,15,.545,,,,.514,.545,19.4,,,.318,.407,,,,,
1734,2006-07,Michigan State,9,35,23,12,.657,,,,.522,.559,20.4,,,.391,.384,,,,,
1735,2006-07,Nevada,7,34,29,5,.853,,,,.548,.582,16.6,,,.324,.408,,,,,
1736,2006-07,UNLV,7,37,30,7,.811,,,,.510,.543,13.9,,,.333,.428,,,,,
1737,2006-07,New Mexico State,13,34,25,9,.735,,,,.532,.564,19.6,,,.516,.438,,,,,
1738,2006-07,Niagara,16,35,23,12,.657,,,,.483,.527,15.8,,,.388,.468,,,,,
1739,2006-07,North Carolina,1,38,31,7,.816,,,,.544,.577,15.6,,,.395,.416,,,,,
1740,2006-07,North Texas,15,34,23,11,.676,,,,.512,.541,18.2,,,.404,.416,,,,,
1741,2006-07,Notre Dame,6,32,24,8,.750,,,,.535,.575,15.5,,,.403,.417,,,,,
1742,2006-07,Ohio State,1,39,35,4,.897,,,,.538,.568,14.8,,,.366,.404,,,,,
1743,2006-07,Old Dominion,12,33,24,9,.727,,,,.495,.534,15.9,,,.363,.412,,,,,
1744,2006-07,Oral Roberts,14,34,23,11,.676,,,,.524,.565,19.2,,,.468,.418,,,,,
1745,2006-07,Oregon,3,37,29,8,.784,,,,.534,.570,15.8,,,.328,.439,,,,,
1746,2006-07,Pennsylvania,14,31,22,9,.710,,,,.543,.567,17.6,,,.384,.437,,,,,
1747,2006-07,Pittsburgh,3,37,29,8,.784,,,,.529,.553,15.6,,,.361,.407,,,,,
1748,2006-07,Purdue,9,34,22,12,.647,,,,.519,.549,18.0,,,.379,.481,.520,21.3,,,.386
1749,2006-07,Southern California,5,37,25,12,.676,,,,.528,.563,18.6,,,.392,.390,,,,,
1750,2006-07,Southern Illinois,4,36,29,7,.806,,,,.514,.551,19.7,,,.439,.418,,,,,
1751,2006-07,Stanford,11,31,18,13,.581,,,,.498,.530,18.4,,,.360,.414,,,,,
1752,2006-07,Tennessee,5,35,24,11,.686,,,,.523,.548,16.1,,,.379,.457,,,,,
1753,2006-07,Texas,4,35,25,10,.714,,,,.516,.557,14.5,,,.393,.411,,,,,
1754,2006-07,Texas A&M,3,34,27,7,.794,,,,.557,.589,16.0,,,.413,.375,,,,,
1755,2006-07,Texas A&M–Corpus Christi,15,33,26,7,.788,,,,.577,.608,20.0,,,.485,.435,,,,,
1756,2006-07,Texas Tech,10,34,21,13,.618,,,,.509,.552,15.2,,,.397,.461,,,,,
1757,2006-07,UCLA,2,36,30,6,.833,,,,.539,.560,16.2,,,.324,.478,.510,20.9,,,.304
1758,2006-07,Vanderbilt,6,34,22,12,.647,,,,.536,.567,15.6,,,.324,.437,,,,,
1759,2006-07,Villanova,9,33,22,11,.667,,,,.492,.546,17.1,,,.417,.411,,,,,
1760,2006-07,Virginia,4,32,21,11,.656,,,,.506,.552,16.4,,,.422,.408,,,,,
1761,2006-07,VCU,11,35,28,7,.800,,,,.519,.559,14.4,,,.404,.453,,,,,
1762,2006-07,Virginia Tech,5,34,22,12,.647,,,,.511,.540,14.2,,,.394,.417,,,,,
1763,2006-07,Washington State,3,34,26,8,.765,,,,.520,.552,14.7,,,.334,.404,,,,,
1764,2006-07,Weber State,15,32,20,12,.625,,,,.546,.577,20.8,,,.511,.439,,,,,
1765,2006-07,Winthrop,11,34,29,5,.853,,,,.549,.564,16.5,,,.349,.411,,,,,
1766,2006-07,Wisconsin,2,36,30,6,.833,,,,.515,.552,15.1,,,.450,.410,,,,,
1767,2006-07,Wright State,14,33,23,10,.697,,,,.489,.527,16.5,,,.322,.420,,,,,
1768,2006-07,Xavier,9,34,25,9,.735,,,,.551,.593,16.4,,,.475,.431,,,,,
1769,2007-08,American,15,33,21,12,.636,,,,.522,.564,19.4,,,.413,.415,,,,,
1770,2007-08,Arizona,10,34,19,15,.559,,,,.540,.580,16.4,,,.406,.441,,,,,
1771,2007-08,Arkansas,9,35,23,12,.657,,,,.519,.549,18.4,,,.379,.426,,,,,
1772,2007-08,Austin Peay,15,35,24,11,.686,,,,.517,.558,15.9,,,.443,.467,,,,,
1773,2007-08,Baylor,11,32,21,11,.656,,,,.524,.561,14.8,,,.359,.431,,,,,
1774,2007-08,Belmont,15,34,25,9,.735,,,,.537,.564,17.2,,,.332,.456,,,,,
1775,2007-08,Boise State,14,34,25,9,.735,,,,.577,.596,18.7,,,.393,.442,,,,,
1776,2007-08,Brigham Young,8,35,27,8,.771,,,,.532,.556,17.5,,,.374,.389,,,,,
1777,2007-08,Butler,7,34,30,4,.882,,,,.541,.576,14.8,,,.367,.430,,,,,
1778,2007-08,Cal State Fullerton,14,33,24,9,.727,,,,.542,.568,15.8,,,.323,.463,,,,,
1779,2007-08,Clemson,5,34,24,10,.706,,,,.518,.536,16.7,,,.309,.437,,,,,
1780,2007-08,Connecticut,4,33,24,9,.727,,,,.506,.553,16.3,,,.481,.387,,,,,
1781,2007-08,Coppin State,16,37,16,21,.432,,,,.437,.485,19.1,,,.372,.438,,,,,
1782,2007-08,Cornell,14,28,22,6,.786,,,,.558,.591,17.4,,,.330,.427,,,,,
1783,2007-08,Davidson,10,36,29,7,.806,,,,.544,.567,14.7,,,.261,.422,,,,,
1784,2007-08,Drake,5,33,28,5,.848,,,,.531,.570,15.4,,,.359,.435,,,,,
1785,2007-08,Duke,2,34,28,6,.824,,,,.536,.569,15.7,,,.409,.435,,,,,
1786,2007-08,George Mason,12,34,23,11,.676,,,,.523,.557,16.1,,,.398,.420,,,,,
1787,2007-08,Georgetown,2,34,28,6,.824,,,,.567,.584,18.4,,,.340,.366,,,,,
1788,2007-08,Georgia,14,34,17,17,.500,,,,.482,.513,18.3,,,.324,.427,,,,,
1789,2007-08,Gonzaga,7,33,25,8,.758,,,,.545,.578,17.8,,,.397,.397,,,,,
1790,2007-08,Indiana,8,33,25,8,.758,,,,.523,.569,17.1,,,.419,.412,,,,,
1791,2007-08,Kansas,1,40,37,3,.925,,,,.567,.592,16.3,,,.368,.379,,,,,
1792,2007-08,Kansas State,11,33,21,12,.636,,,,.494,.529,17.1,,,.374,.424,,,,,
1793,2007-08,Kent State,9,35,28,7,.800,,,,.520,.558,19.3,,,.412,.412,,,,,
1794,2007-08,Kentucky,11,31,18,13,.581,,,,.527,.567,20.7,,,.411,.396,,,,,
1795,2007-08,Louisville,3,36,27,9,.750,,,,.531,.553,17.2,,,.365,.388,,,,,
1796,2007-08,Marquette,6,35,25,10,.714,,,,.505,.541,15.5,,,.377,.416,,,,,
1797,2007-08,UMBC,15,33,24,9,.727,,,,.515,.549,12.5,,,.332,.434,,,,,
1798,2007-08,Memphis,1,40,38,2,.950,,,,.527,.546,13.8,,,.404,.391,,,,,
1799,2007-08,Miami (FL),7,34,23,11,.676,,,,.496,.541,16.2,,,.386,.407,,,,,
1800,2007-08,Michigan State,5,36,27,9,.750,,,,.526,.560,17.6,,,.335,.402,,,,,
1801,2007-08,Mississippi State,8,34,23,11,.676,,,,.522,.546,18.3,,,.390,.370,,,,,
1802,2007-08,Mississippi Valley State,16,33,17,16,.515,,,,.440,.485,18.4,,,.414,.443,,,,,
1803,2007-08,Mount St. Mary's,16,34,19,15,.559,,,,.498,.535,18.1,,,.387,.472,.513,,,,.380
1804,2007-08,UNLV,8,35,27,8,.771,,,,.488,.528,14.1,,,.327,.410,,,,,
1805,2007-08,North Carolina,1,39,36,3,.923,,,,.530,.571,15.6,,,.380,.426,,,,,
1806,2007-08,Notre Dame,5,33,25,8,.758,,,,.522,.557,15.5,,,.340,.411,,,,,
1807,2007-08,Oklahoma,6,35,23,12,.657,,,,.501,.534,16.8,,,.387,.414,,,,,
1808,2007-08,Oral Roberts,13,33,24,9,.727,,,,.503,.536,16.8,,,.409,.400,,,,,
1809,2007-08,Oregon,9,32,18,14,.563,,,,.558,.583,16.1,,,.367,.444,,,,,
1810,2007-08,Pittsburgh,4,37,27,10,.730,,,,.508,.536,14.9,,,.351,.420,,,,,
1811,2007-08,Portland State,16,33,23,10,.697,,,,.545,.570,18.5,,,.367,.443,,,,,
1812,2007-08,Purdue,6,34,25,9,.735,,,,.491,.530,16.3,,,.371,.491,.527,22.7,,,.426
1813,2007-08,Saint Joseph's,11,34,21,13,.618,,,,.546,.580,16.8,,,.397,.506,.535,,,,.333
1814,2007-08,St. Mary's (CA),10,32,25,7,.781,,,,.527,.554,16.7,,,.392,.405,,,,,
1815,2007-08,San Diego,13,36,22,14,.611,,,,.497,.527,19.3,,,.350,.441,,,,,
1816,2007-08,Siena,13,34,23,11,.676,,,,.509,.541,13.7,,,.365,.452,,,,,
1817,2007-08,South Alabama,10,33,26,7,.788,,,,.536,.573,17.4,,,.463,.420,,,,,
1818,2007-08,Southern California,6,33,21,12,.636,,,,.533,.563,19.2,,,.387,.394,,,,,
1819,2007-08,Stanford,3,36,28,8,.778,,,,.498,.535,15.6,,,.396,.396,,,,,
1820,2007-08,Temple,12,34,21,13,.618,,,,.541,.575,16.8,,,.353,.425,,,,,
1821,2007-08,Tennessee,2,36,31,5,.861,,,,.527,.553,15.1,,,.379,.430,,,,,
1822,2007-08,Texas,2,38,31,7,.816,,,,.519,.545,12.0,,,.317,.389,,,,,
1823,2007-08,Texas A&M,9,36,25,11,.694,,,,.522,.546,16.4,,,.422,.395,,,,,
1824,2007-08,UT Arlington,16,33,21,12,.636,,,,.532,.558,20.6,,,.407,.401,,,,,
1825,2007-08,UCLA,1,39,35,4,.897,,,,.525,.562,16.1,,,.376,.418,,,,,
1826,2007-08,Vanderbilt,4,34,26,8,.765,,,,.541,.577,17.3,,,.383,.438,,,,,
1827,2007-08,Villanova,12,35,22,13,.629,,,,.491,.534,17.4,,,.389,.436,,,,,
1828,2007-08,Washington State,4,35,26,9,.743,,,,.537,.573,15.0,,,.385,.413,,,,,
1829,2007-08,West Virginia,7,37,26,11,.703,,,,.514,.545,14.0,,,.361,.420,,,,,
1830,2007-08,Western Kentucky,12,36,29,7,.806,,,,.536,.565,17.3,,,.358,.424,,,,,
1831,2007-08,Winthrop,13,34,22,12,.647,,,,.498,.517,17.1,,,.371,.396,,,,,
1832,2007-08,Wisconsin,3,36,31,5,.861,,,,.506,.544,16.4,,,.399,.383,,,,,
1833,2007-08,Xavier,3,37,30,7,.811,,,,.546,.586,16.8,,,.424,.410,,,,,
1834,2008-09,Akron,13,36,23,13,.639,,,,.483,.522,17.5,,,.358,.451,,,,,
1835,2008-09,Alabama State,16,32,22,10,.688,,,,.517,.539,17.5,,,.350,.437,,,,,
1836,2008-09,American,14,32,24,8,.750,,,,.537,.556,18.5,,,.318,.452,,,,,
1837,2008-09,Arizona,12,35,21,14,.600,,,,.530,.567,16.5,,,.375,.510,,,,,
1838,2008-09,Arizona State,6,35,25,10,.714,,,,.564,.597,16.5,,,.387,.470,,,,,
1839,2008-09,Binghamton,15,32,23,9,.719,,,,.495,.530,16.9,,,.416,.463,,,,,
1840,2008-09,Boston College,7,34,22,12,.647,,,,.497,.538,16.3,,,.367,.474,,,,,
1841,2008-09,Brigham Young,8,33,25,8,.758,,,,.547,.579,14.6,,,.356,.459,,,,,
1842,2008-09,Butler,9,32,26,6,.813,,,,.518,.559,17.1,,,.430,.441,,,,,
1843,2008-09,Cal State Northridge,15,31,17,14,.548,,,,.514,.544,20.7,,,.338,.482,,,,,
1844,2008-09,California,7,33,22,11,.667,,,,.540,.575,15.7,,,.343,.490,,,,,
1845,2008-09,Chattanooga,16,35,18,17,.514,,,,.510,.543,18.4,,,.467,.525,,,,,
1846,2008-09,Clemson,7,32,23,9,.719,,,,.528,.553,16.8,,,.315,.483,,,,,
1847,2008-09,Cleveland State,13,37,26,11,.703,,,,.476,.514,16.0,,,.357,.459,,,,,
1848,2008-09,Connecticut,1,36,31,5,.861,,,,.513,.549,15.1,,,.464,.424,,,,,
1849,2008-09,Cornell,14,31,21,10,.677,,,,.542,.572,16.6,,,.314,.461,,,,,
1850,2008-09,Dayton,11,35,27,8,.771,,,,.470,.502,17.0,,,.381,.456,,,,,
1851,2008-09,Duke,2,37,30,7,.811,,,,.505,.548,14.8,,,.414,.478,,,,,
1852,2008-09,East Tennessee State,16,34,23,11,.676,,,,.510,.547,16.4,,,.396,.476,,,,,
1853,2008-09,Florida State,5,35,25,10,.714,,,,.492,.535,19.7,,,.392,.447,,,,,
1854,2008-09,Gonzaga,4,34,28,6,.824,,,,.551,.580,14.3,,,.351,.440,,,,,
1855,2008-09,Illinois,5,34,24,10,.706,,,,.511,.534,16.9,,,.225,.442,,,,,
1856,2008-09,Kansas,3,35,27,8,.771,,,,.532,.569,17.8,,,.395,.440,,,,,
1857,2008-09,Louisiana State,8,35,27,8,.771,,,,.499,.535,14.8,,,.354,.456,,,,,
1858,2008-09,Louisville,1,37,31,6,.838,,,,.527,.546,16.8,,,.314,.443,,,,,
1859,2008-09,Marquette,6,35,25,10,.714,,,,.512,.557,14.2,,,.454,.509,,,,,
1860,2008-09,Maryland,10,35,21,14,.600,,,,.470,.509,14.8,,,.280,.481,,,,,
1861,2008-09,Memphis,2,37,33,4,.892,,,,.501,.537,15.2,,,.399,.414,,,,,
1862,2008-09,Michigan,10,35,21,14,.600,,,,.505,.540,15.6,,,.285,.488,,,,,
1863,2008-09,Michigan State,2,38,31,7,.816,,,,.498,.536,17.3,,,.411,.472,,,,,
1864,2008-09,Minnesota,10,33,22,11,.667,,,,.494,.531,18.8,,,.345,.466,,,,,
1865,2008-09,Mississippi State,13,36,23,13,.639,,,,.504,.544,17.4,,,.412,.445,,,,,
1866,2008-09,Missouri,3,38,31,7,.816,,,,.527,.554,13.8,,,.366,.463,,,,,
1867,2008-09,Morehead State,16,36,20,16,.556,,,,.485,.530,19.0,,,.416,.483,,,,,
1868,2008-09,Morgan State,15,35,23,12,.657,,,,.463,.493,16.1,,,.330,.448,,,,,
1869,2008-09,North Carolina,1,38,34,4,.895,,,,.533,.573,13.7,,,.392,.466,,,,,
1870,2008-09,North Dakota State,14,33,26,7,.788,,,,.549,.583,14.0,,,.374,.497,,,,,
1871,2008-09,Northern Iowa,12,34,23,11,.676,,,,.517,.563,16.3,,,.424,.485,,,,,
1872,2008-09,Ohio State,8,33,22,11,.667,,,,.548,.577,18.7,,,.383,.477,,,,,
1873,2008-09,Oklahoma,2,36,30,6,.833,,,,.552,.581,17.0,,,.465,.458,,,,,
1874,2008-09,Oklahoma State,8,35,23,12,.657,,,,.540,.579,15.0,,,.394,.502,,,,,
1875,2008-09,Pittsburgh,1,36,31,5,.861,,,,.530,.555,14.8,,,.328,.463,,,,,
1876,2008-09,Portland State,13,33,23,10,.697,,,,.537,.559,17.3,,,.293,.507,,,,,
1877,2008-09,Purdue,5,37,27,10,.730,,,,.500,.533,15.1,,,.332,.441,.475,19.1,,,.313
1878,2008-09,Radford,16,33,21,12,.636,,,,.504,.539,18.9,,,.430,.462,,,,,
1879,2008-09,Robert Morris,15,35,24,11,.686,,,,.534,.565,19.5,,,.367,.488,,,,,
1880,2008-09,Siena,9,35,27,8,.771,,,,.510,.537,15.5,,,.357,.492,,,,,
1881,2008-09,Southern California,10,35,22,13,.629,,,,.508,.542,18.0,,,.422,.463,,,,,
1882,2008-09,Stephen F. Austin,14,32,24,8,.750,,,,.487,.512,15.8,,,.300,.414,,,,,
1883,2008-09,Syracuse,3,38,28,10,.737,,,,.544,.565,17.8,,,.388,.466,,,,,
1884,2008-09,Temple,11,34,22,12,.647,,,,.511,.538,16.4,,,.287,.463,,,,,
1885,2008-09,Tennessee,9,34,21,13,.618,,,,.509,.539,15.5,,,.367,.506,,,,,
1886,2008-09,Texas,7,35,23,12,.657,,,,.485,.519,15.3,,,.386,.460,,,,,
1887,2008-09,Texas A&M,9,34,24,10,.706,,,,.504,.545,16.2,,,.468,.490,,,,,
1888,2008-09,UCLA,6,35,26,9,.743,,,,.557,.583,16.3,,,.312,.498,,,,,
1889,2008-09,Utah,5,34,24,10,.706,,,,.544,.589,18.6,,,.401,.454,,,,,
1890,2008-09,Utah State,11,35,30,5,.857,,,,.557,.591,15.5,,,.383,.473,,,,,
1891,2008-09,Villanova,3,38,30,8,.789,,,,.508,.555,16.1,,,.419,.473,,,,,
1892,2008-09,VCU,11,34,24,10,.706,,,,.520,.553,16.3,,,.367,.450,,,,,
1893,2008-09,Wake Forest,4,31,24,7,.774,,,,.524,.563,18.1,,,.435,.452,,,,,
1894,2008-09,Washington,4,35,26,9,.743,,,,.492,.534,16.7,,,.435,.465,,,,,
1895,2008-09,West Virginia,6,35,23,12,.657,,,,.485,.521,14.8,,,.359,.466,,,,,
1896,2008-09,Western Kentucky,12,34,25,9,.735,,,,.520,.549,16.8,,,.335,.493,,,,,
1897,2008-09,Wisconsin,12,33,20,13,.606,,,,.499,.536,14.4,,,.346,.489,,,,,
1898,2008-09,Xavier,4,35,27,8,.771,,,,.524,.557,18.5,,,.461,.437,,,,,
1899,2009-10,Arkansas–Pine Bluff,16,34,18,16,.529,67.4,93.1,94.0,.447,.495,20.6,35.6,72.9,.484,.455,.505,17.9,27.1,64.4,.545
1900,2009-10,Baylor,3,36,28,8,.778,67.2,113.7,97.0,.549,.580,17.1,38.5,67.2,.358,.440,.478,15.0,32.8,61.5,.331
1901,2009-10,Brigham Young,7,36,30,6,.833,71.0,116.2,92.9,.552,.596,14.2,31.2,72.2,.388,.462,.499,19.1,27.8,68.8,.358
1902,2009-10,Butler,5,38,33,5,.868,64.1,106.8,92.4,.510,.559,16.3,30.4,72.6,.469,.466,.501,19.0,27.4,69.6,.346
1903,2009-10,California,8,35,24,11,.686,67.9,113.4,100.1,.533,.571,15.1,34.7,68.9,.354,.483,.517,16.2,31.1,65.3,.333
1904,2009-10,UC Santa Barbara,15,30,20,10,.667,67.7,99.4,96.6,.510,.547,19.9,27.4,67.7,.459,.478,.514,19.3,32.3,72.6,.402
1905,2009-10,Clemson,7,32,21,11,.656,70.1,104.8,92.1,.511,.537,18.0,36.5,66.5,.348,.464,.500,21.1,33.5,63.5,.354
1906,2009-10,Cornell,12,34,29,5,.853,64.7,117.1,98.9,.568,.604,16.1,33.0,70.5,.284,.475,.525,18.1,29.5,67.0,.370
1907,2009-10,Duke,1,40,35,5,.875,66.5,115.7,91.7,.505,.549,13.3,40.3,67.9,.379,.437,.477,18.2,32.1,59.7,.340
1908,2009-10,East Tennessee State,16,35,20,15,.571,69.4,99.5,97.0,.477,.512,18.0,35.0,66.2,.412,.486,.519,20.4,33.8,65.0,.394
1909,2009-10,Florida,10,34,21,13,.618,66.5,107.4,98.8,.494,.528,15.4,37.0,67.2,.334,.484,.511,17.4,32.8,63.0,.277
1910,2009-10,Florida State,9,32,22,10,.688,67.6,100.6,89.0,.505,.532,20.5,38.1,67.6,.386,.435,.473,20.1,32.4,61.9,.348
1911,2009-10,Georgetown,3,34,23,11,.676,66.6,110.4,99.2,.557,.586,18.1,33.1,67.8,.370,.474,.513,16.9,32.2,66.9,.334
1912,2009-10,Georgia Tech,10,36,23,13,.639,70.4,103.1,93.0,.511,.538,19.1,37.4,66.7,.377,.441,.477,18.1,33.3,62.6,.345
1913,2009-10,Gonzaga,8,34,27,7,.794,69.4,109.6,96.1,.540,.570,16.2,32.1,71.1,.494,.462,.492,16.0,28.9,67.9,.337
1914,2009-10,Houston,13,35,19,16,.543,71.4,109.3,104.3,.483,.520,10.6,30.3,61.4,.337,.510,.548,19.6,38.6,69.7,.395
1915,2009-10,Kansas,1,36,33,3,.917,69.4,116.8,91.9,.551,.582,15.7,38.4,68.3,.413,.432,.470,16.9,31.7,61.6,.314
1916,2009-10,Kansas State,2,37,29,8,.784,71.2,110.5,96.8,.508,.545,16.4,40.4,66.1,.503,.470,.519,20.0,33.9,59.6,.469
1917,2009-10,Kentucky,1,38,35,3,.921,70.0,112.1,91.9,.530,.560,16.7,40.5,68.2,.436,.431,.467,16.7,31.8,59.5,.297
1918,2009-10,Lehigh,16,33,22,11,.667,70.0,106.5,100.2,.514,.555,16.1,29.8,70.5,.431,.487,.520,16.8,29.5,70.2,.309
1919,2009-10,Louisville,9,33,20,13,.606,67.9,110.6,101.7,.514,.546,16.5,39.8,63.1,.357,.485,.526,18.7,36.9,60.2,.410
1920,2009-10,Marquette,6,34,22,12,.647,64.4,111.9,99.0,.528,.564,13.8,31.2,67.0,.349,.497,.524,18.9,33.0,68.8,.294
1921,2009-10,Maryland,4,33,24,9,.727,70.2,112.2,96.2,.518,.552,13.9,35.6,63.4,.336,.448,.482,17.6,36.6,64.4,.293
1922,2009-10,Michigan State,5,37,28,9,.757,65.9,108.7,96.5,.516,.547,17.5,39.8,71.6,.369,.466,.503,16.4,28.4,60.2,.314
1923,2009-10,Minnesota,11,35,21,14,.600,65.7,109.0,96.5,.531,.560,15.9,32.9,67.6,.339,.465,.498,18.1,32.4,67.1,.328
1924,2009-10,Missouri,10,34,23,11,.676,71.0,108.0,92.6,.501,.538,15.0,34.7,61.9,.339,.459,.503,22.7,38.1,65.3,.389
1925,2009-10,Montana,14,32,22,10,.688,63.4,109.8,96.6,.548,.579,16.9,30.6,70.6,.369,.472,.504,17.2,29.4,69.4,.368
1926,2009-10,Morgan State,15,37,27,10,.730,70.0,107.2,99.3,.475,.520,15.6,39.7,65.3,.439,.465,.507,17.1,34.7,60.3,.432
1927,2009-10,Murray State,13,36,31,5,.861,68.0,112.4,88.8,.556,.586,18.3,39.7,67.5,.419,.436,.477,20.9,32.5,60.3,.336
1928,2009-10,UNLV,8,34,25,9,.735,67.4,107.7,93.9,.520,.552,14.9,29.3,69.3,.327,.455,.509,20.1,30.7,70.7,.476
1929,2009-10,New Mexico,3,35,30,5,.857,67.7,111.3,98.6,.506,.541,13.6,35.4,72.9,.449,.495,.525,17.5,27.1,64.6,.350
1930,2009-10,New Mexico State,12,34,22,12,.647,72.1,108.6,107.7,.532,.564,15.6,29.9,65.9,.384,.510,.539,15.6,34.1,70.1,.320
1931,2009-10,North Texas,15,33,24,9,.727,68.8,105.7,99.9,.508,.558,18.2,33.3,70.0,.527,.476,.512,15.7,30.0,66.7,.321
1932,2009-10,Northern Iowa,9,35,30,5,.857,59.4,106.6,92.8,.496,.541,15.4,30.7,73.2,.370,.466,.498,18.0,26.8,69.3,.288
1933,2009-10,Notre Dame,6,35,23,12,.657,64.0,116.4,105.7,.537,.571,13.6,34.7,69.5,.381,.493,.526,13.7,30.5,65.3,.278
1934,2009-10,Oakland,14,35,26,9,.743,70.5,108.4,101.5,.498,.542,16.4,37.6,69.5,.427,.499,.526,16.2,30.5,62.4,.320
1935,2009-10,Ohio,14,37,22,15,.595,69.2,105.7,98.3,.494,.537,15.5,32.4,66.3,.410,.469,.508,18.3,33.7,67.6,.354
1936,2009-10,Ohio State,2,37,29,8,.784,65.1,113.0,93.8,.561,.586,15.0,28.9,70.9,.358,.471,.501,18.9,29.1,71.1,.264
1937,2009-10,Oklahoma State,7,33,22,11,.667,68.6,107.2,98.6,.524,.558,16.1,29.1,72.1,.365,.481,.519,16.9,27.9,70.9,.372
1938,2009-10,Old Dominion,11,36,27,9,.750,62.9,106.3,91.0,.488,.512,16.2,42.4,69.8,.303,.455,.486,19.3,30.2,57.6,.297
1939,2009-10,Pittsburgh,3,34,25,9,.735,62.6,107.5,96.6,.497,.536,16.2,37.0,68.8,.428,.446,.481,14.4,31.2,63.0,.338
1940,2009-10,Purdue,4,35,29,6,.829,66.7,105.3,91.5,.491,.533,14.1,29.4,68.3,.386,.448,.494,20.2,31.8,70.6,.368
1941,2009-10,Richmond,7,35,26,9,.743,65.0,104.5,94.5,.511,.541,14.6,26.0,64.4,.324,.442,.486,18.9,35.6,74.0,.362
1942,2009-10,Robert Morris,15,35,23,12,.657,67.6,101.0,97.1,.489,.527,18.6,34.6,67.5,.460,.469,.522,19.9,32.5,65.4,.478
